name,company,address,country,website,additional_info,page_number
NORWEX,"Norwex Malta LTD
Pama, No6, Triq Sant Anna
MST 10 Zebbiegh
Malta",,,https://norwex.com/,"Norwex Malta LTD
Pama, No6, Triq Sant Anna
MST 10 Zebbiegh
Maltahttps://norwex.com/",9
NOVA CARE,"T-H-E GmbH
Gasteiger Strasse 47
6382 Kirchdorf in Tirol
Austria",www.superkolloid.at,,www.novacare.at,"T-H-E GmbH
Gasteiger Strasse 47
6382 Kirchdorf in Tirol
Austriawww.novacare.atwww.superkolloid.at",9
OCEANWELL,"oceanBASIS GmbH
Tiessenkai 12
24159 Kiel-Holtenau
Germany","https://www.oceanbasis.de/ The Oceanwell maritime natural cosmetics line is produced by oceanBASIS, a company at home in northern . OceanBASIS specialises in extracting marine-based natural substances for health and beauty products.

A team of experienced marine biologists and experts in natural substances has been researching, developing and marketing products for the cosmetics and pharmaceutical industry since 2001. Their top priority has been the consistent development of new marine active ingredients (e.g. collagen from jellyfish) and natural marine-based cosmetics.

In 2008 these dedicated marine biologists decided to join forces with renowned universities, pharmacists and dermatologists to launch a certified skin care of natural cosmetics: Oceanwell. In this undertaking the research scientists have promised to comply with strict sustainability and quality criteria.",Germany,https://www.oceanwell.de/,"oceanBASIS GmbH
Tiessenkai 12
24159 Kiel-Holtenau
Germanyhttps://www.oceanwell.de/https://www.oceanbasis.de/The Oceanwell maritime natural cosmetics line is produced by oceanBASIS, a company at home in northern Germany. OceanBASIS specialises in extracting marine-based natural substances for health and beauty products.

A team of experienced marine biologists and experts in natural substances has been researching, developing and marketing products for the cosmetics and pharmaceutical industry since 2001. Their top priority has been the consistent development of new marine active ingredients (e.g. collagen from jellyfish) and natural marine-based cosmetics.

In 2008 these dedicated marine biologists decided to join forces with renowned universities, pharmacists and dermatologists to launch a certified skin care of natural cosmetics: Oceanwell. In this undertaking the research scientists have promised to comply with strict sustainability and quality criteria.",9
OLAND,"Pharmex Care 
Calle Anabel Segura, 16, Edificio 1, Planta 1,
28108 Alcobendas, Madrid
Spain",www.olandcosmetics.com,,www.pharmexcare.com,"Pharmex Care 
Calle Anabel Segura, 16, Edificio 1, Planta 1,
28108 Alcobendas, Madrid
Spainwww.pharmexcare.comwww.olandcosmetics.com",9
OLIVAL DEO CARE,"Olival d.o.o.
Susedsko polje 55
10090 Zagreb, Hrvatska
Croatia","Since its very beginning in 1994, Croatian cosmetic brand Olival has been following the highest production standards and using the most natural, original ingredients with a focus on local origin. Keeping in mind the skin as a whole organ that needs to be nurtured and protected throughout our whole life, cosmetics with natural ingredients was the key. Natural skin care leans on the whole concept of living a healthier life and following a biological rhythm to which everyone, to some extent, always aspire. Olival's products with carefully formulated compositions are made from both traditional and innovative natural ingredients, with natural oils as the most common product base and plant extracts as active substances that support the skin's natural barrier function, deeply moisturize the skin and nourish it.",,www.olival.hr,"Olival d.o.o.
Susedsko polje 55
10090 Zagreb, Hrvatska
Croatiawww.olival.hrSince its very beginning in 1994, Croatian cosmetic brand Olival has been following the highest production standards and using the most natural, original ingredients with a focus on local origin. Keeping in mind the skin as a whole organ that needs to be nurtured and protected throughout our whole life, cosmetics with natural ingredients was the key. Natural skin care leans on the whole concept of living a healthier life and following a biological rhythm to which everyone, to some extent, always aspire. Olival's products with carefully formulated compositions are made from both traditional and innovative natural ingredients, with natural oils as the most common product base and plant extracts as active substances that support the skin's natural barrier function, deeply moisturize the skin and nourish it.",9
OLIVAL FACECARE,"Olival d.o.o.
Susedsko polje 55
10090 Zagreb, Hrvatska
Croatia","Since its very beginning in 1994, Croatian cosmetic brand Olival has been following the highest production standards and using the most natural, original ingredients with a focus on local origin. Keeping in mind the skin as a whole organ that needs to be nurtured and protected throughout our whole life, cosmetics with natural ingredients was the key. Natural skin care leans on the whole concept of living a healthier life and following a biological rhythm to which everyone, to some extent, always aspire. Olival's products with carefully formulated compositions are made from both traditional and innovative natural ingredients, with natural oils as the most common product base and plant extracts as active substances that support the skin's natural barrier function, deeply moisturize the skin and nourish it.",,www.olival.hr,"Olival d.o.o.
Susedsko polje 55
10090 Zagreb, Hrvatska
Croatiawww.olival.hrSince its very beginning in 1994, Croatian cosmetic brand Olival has been following the highest production standards and using the most natural, original ingredients with a focus on local origin. Keeping in mind the skin as a whole organ that needs to be nurtured and protected throughout our whole life, cosmetics with natural ingredients was the key. Natural skin care leans on the whole concept of living a healthier life and following a biological rhythm to which everyone, to some extent, always aspire. Olival's products with carefully formulated compositions are made from both traditional and innovative natural ingredients, with natural oils as the most common product base and plant extracts as active substances that support the skin's natural barrier function, deeply moisturize the skin and nourish it.",9
OLIVELOVE!,"Prodotti Amano GmbH
Iffeldorfer Str., 8
82387 Antdorf
Germany","About Prodotti Amano: 
We combine natural produce, current science, modern technology and transparency of our working to offer first-class organic products to our customers.",,https://prodottiamano.com,"Prodotti Amano GmbH
Iffeldorfer Str., 8
82387 Antdorf
Germanyhttps://prodottiamano.comAbout Prodotti Amano: 
We combine natural produce, current science, modern technology and transparency of our working to offer first-class organic products to our customers.",9
OMBIA NATURE,"ALDI Italia S.r.l.
Via cassa di risparmio n.18
39100 Bolzano (BZ)
Italy","Third Party Manufacturer:
Maxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler www.maxim-markenprodukte.de Hofer KG
Hofer Strasse 1 
4642 Sattledt, www.hofer.at Third Party Manufacturer:
Hyga GmbH & Co. KG
Steineshoffweg 2
45479 Mülheim an der Ruhr www.hyga-int.de Donau Kanol GmbH & Co KG
Großendorf 65
4551 Ried im Traunkreis www.donau-kanol.com",Austria,www.aldi.it,"ALDI Italia S.r.l.
Via cassa di risparmio n.18
39100 Bolzano (BZ)
Italywww.aldi.itThird Party Manufacturer:
Maxim Markenprodukte 
Donatusstraße 112
50259 Pulheim-Brauweiler
Germanywww.maxim-markenprodukte.deHofer KG
Hofer Strasse 1 
4642 Sattledt,
Austriawww.hofer.atThird Party Manufacturer:
Hyga GmbH & Co. KG
Steineshoffweg 2
45479 Mülheim an der Ruhr
Germanywww.hyga-int.deDonau Kanol GmbH & Co KG
Großendorf 65
4551 Ried im Traunkreis
Austriawww.donau-kanol.com",9
OMBRA SUN NATURE,"HOFER KG
Hofer Straße 2
4642 Sattledt
Austria","Third Party Manufacturer:
Emil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd www.emil-kiessling.de",Germany,https://www.hofer.at,"HOFER KG
Hofer Straße 2
4642 Sattledt
Austriahttps://www.hofer.atThird Party Manufacturer:
Emil Kiessling GmbH
Obere Lerch 40
91166 Georgensgmünd
Germanywww.emil-kiessling.de",9
OUTDOOR FREAKZ,"Outdoor Freakz
Köterei 13
Braunschweig
Germany",,,www.outdoor-freakz.de,"Outdoor Freakz
Köterei 13
Braunschweig
Germanywww.outdoor-freakz.de",9
OUTDOOR FREAKZ SEIFEN-SERIE,"Outdoor Freakz
Köterei 13
Braunschweig
Germany",,,www.outdoor-freakz.de,"Outdoor Freakz
Köterei 13
Braunschweig
Germanywww.outdoor-freakz.de",9
OYUNA,"Gala srl
Via Antonio Cicognani, 11N
47121 Forlì
Italy","www.oyunacosmetics.it Oyuna focuses on the uniqueness of every woman, enhancing it through effective products for well-being that translates into authentic beauty. Elegance and purity take shape in Oyuna products, for a natural and organic cosmetics revolution: cutting-edge ingredients and formulations, refined materials, enveloping fragrances and delicate textures to transform every treatment into a unique sensory experience. 

Oyuna is created following the procedural guidelines of NATRUE, the most restrictive international standard for the certification of natural and organic cosmetics. Parabens, SLES/SLS, silicones, mineral oils, formaldehyde donors and GMOs are completely absent in Oyuna products.

Plants, flowers and precious minerals, only natural and organic ingredients, selected to enhance every woman's natural beauty.  They are the protagonists of every product, the allies that nature puts at our disposal for the well-being and care of our skin. 

All products are dermatologically tested on sensitive skin to guarantee a higher level of tolerability and minimise the risk of adverse reactions.",,www.galacosmetici.com,"Gala srl
Via Antonio Cicognani, 11N
47121 Forlì
Italywww.galacosmetici.comwww.oyunacosmetics.itOyuna focuses on the uniqueness of every woman, enhancing it through effective products for well-being that translates into authentic beauty. Elegance and purity take shape in Oyuna products, for a natural and organic cosmetics revolution: cutting-edge ingredients and formulations, refined materials, enveloping fragrances and delicate textures to transform every treatment into a unique sensory experience. 

Oyuna is created following the procedural guidelines of NATRUE, the most restrictive international standard for the certification of natural and organic cosmetics. Parabens, SLES/SLS, silicones, mineral oils, formaldehyde donors and GMOs are completely absent in Oyuna products.

Plants, flowers and precious minerals, only natural and organic ingredients, selected to enhance every woman's natural beauty.  They are the protagonists of every product, the allies that nature puts at our disposal for the well-being and care of our skin. 

All products are dermatologically tested on sensitive skin to guarantee a higher level of tolerability and minimise the risk of adverse reactions.",9
O WAY BEAUTY,"Rolland S.r.l.
via G. di Vittorio, 11
40057 Granarolo dell'Emilia
Italy","https://pro.owayusa.com ORGANIC WAY is the first professional haircare line based on 0 mile biodynamic extracts, micronised plants, hydrolates and essential oils. A complete products range of extreme quality, designed to meet the needs of all hair types, now extending its philosophy also to care products for face and body with the line OW BEAUTY.  
Clean, healthy, natural beauty. Made with extremely high standard ingredients of first choice. Beauty made, especially with transparency. All products of OW BEAUTY line consist of a minimum of 98,8% of active ingredients, oils, extracts, essential oils, emollients derived from natural, organic, biodynamic and ethics origin. in some formulas, this percentage is even 100%. 

BIODYNAMIC AGRICULTURE

In all our formulas, we add ingredients from certified biodynamic agriculture. The biodynamic method is the purer and cleaner type of cultivation: free of pesticides, herbicides, insecticides and synthetic fertilisers used in conventional agriculture, it respects the plant and the environment. It allows obtaining the purest active ingredients, focused and effective, in respect of health and the ecosystem. the 3 principles of biodynamics: 

1. Maintain soil fertility, respecting man, plants, the soil and the Planet
2. Keep plants healthy and strong so that they can defend themselves from climatic adversities, pests and parasites, without the use of any synthetic chemicals
3. Produce ingredients of the highest quality which are full of all their purest functional active ingredients 

FAIR TRADE INGREDIENTS.

We have activated the cooperation with international networks of fair trade purchase to support the development of the poor countries of the world with our productions. From Amazon, through our supplier- partner, we buy fair trade Patauà oil, while we receive Purple Rice2 from South-East Asia. It is fair trade certified raw materials, obtained through sustainable development projects, which support the economy of local communities.",,https://www.oway.com,"Rolland S.r.l.
via G. di Vittorio, 11
40057 Granarolo dell'Emilia
Italyhttps://www.oway.comhttps://pro.owayusa.comORGANIC WAY is the first professional haircare line based on 0 mile biodynamic extracts, micronised plants, hydrolates and essential oils. A complete products range of extreme quality, designed to meet the needs of all hair types, now extending its philosophy also to care products for face and body with the line OW BEAUTY.  
Clean, healthy, natural beauty. Made with extremely high standard ingredients of first choice. Beauty made, especially with transparency. All products of OW BEAUTY line consist of a minimum of 98,8% of active ingredients, oils, extracts, essential oils, emollients derived from natural, organic, biodynamic and ethics origin. in some formulas, this percentage is even 100%. 

BIODYNAMIC AGRICULTURE

In all our formulas, we add ingredients from certified biodynamic agriculture. The biodynamic method is the purer and cleaner type of cultivation: free of pesticides, herbicides, insecticides and synthetic fertilisers used in conventional agriculture, it respects the plant and the environment. It allows obtaining the purest active ingredients, focused and effective, in respect of health and the ecosystem. the 3 principles of biodynamics: 

1. Maintain soil fertility, respecting man, plants, the soil and the Planet
2. Keep plants healthy and strong so that they can defend themselves from climatic adversities, pests and parasites, without the use of any synthetic chemicals
3. Produce ingredients of the highest quality which are full of all their purest functional active ingredients 

FAIR TRADE INGREDIENTS.

We have activated the cooperation with international networks of fair trade purchase to support the development of the poor countries of the world with our productions. From Amazon, through our supplier- partner, we buy fair trade Patauà oil, while we receive Purple Rice2 from South-East Asia. It is fair trade certified raw materials, obtained through sustainable development projects, which support the economy of local communities.",9
